incident_number,opened_at,category,cmdb_ci,state,problem_id
INC1878774,2024-06-10 07:07:18,Software,POS: Alert Center,Closed Complete,
INC1878775,2024-06-10 07:07:19,Software,POS: Alert Center,Closed Complete,
INC1878776,2024-06-10 07:07:23,Software,Mulesoft API,Closed Complete,
INC1878794,2024-06-10 07:19:42,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1878817,2024-06-10 07:33:27,Software,POS: Alert Center,Closed Complete,
INC1878818,2024-06-10 07:33:31,Software,POS: Alert Center,Closed Complete,
INC1878819,2024-06-10 07:33:33,Software,,Closed Complete,
INC1879288,2024-06-10 08:58:00,Software,Work Order Management (WOM),Closed Complete,
INC1879073,2024-06-10 09:40:58,Software,POS: Product Browse,Closed Complete,PRB0015561
INC1879164,2024-06-10 10:32:09,Software,GK POS,Closed Complete,
INC1879141,2024-06-10 10:33:08,Software,Amazon Web Services (AWS),Closed Complete,
INC1879184,2024-06-10 10:56:16,Software,SAP OMS,Closed Complete,
INC1879227,2024-06-10 11:08:10,Software,Work Order Management (WOM),Closed Complete,
INC1879256,2024-06-10 11:32:21,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1879266,2024-06-10 11:45:36,Software,SAP OMS,Closed Complete,
INC1879293,2024-06-10 11:54:53,Software,POS: CVM,Closed Complete,
INC1879349,2024-06-10 12:29:53,Software,POS: Product Browse,Closed Complete,
INC1879326,2024-06-10 12:32:45,Software,Amazon Web Services (AWS),Closed Complete,
INC1879440,2024-06-10 14:07:25,Software,SAP Customer Activity Repository (CAR),Closed Complete,
INC1879500,2024-06-10 15:11:45,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1879554,2024-06-10 16:40:38,Software,Hybris 1.2,Closed Complete,
INC1879556,2024-06-10 16:41:41,Network,SAP OMS,Closed Complete,
INC1879564,2024-06-10 17:09:42,Software,GK POS,Closed Complete,
INC1879581,2024-06-10 17:56:11,Software,GK POS,Closed Complete,
INC1879584,2024-06-10 18:03:57,Network,SAP OMS,Closed Complete,
INC1879598,2024-06-10 19:45:21,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1879656,2024-06-11 03:04:40,Software,GK POS,Closed Complete,
INC1879657,2024-06-11 03:07:24,Software,GK POS,Closed Complete,
INC1879658,2024-06-11 03:07:29,Software,GK POS,Closed Complete,
INC1879659,2024-06-11 03:10:20,Software,GK POS,Closed Complete,
INC1879660,2024-06-11 03:10:23,Software,GK POS,Closed Complete,
INC1879661,2024-06-11 03:12:24,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879662,2024-06-11 03:17:07,Software,GK POS,Closed Complete,
INC1879663,2024-06-11 03:17:59,Software,GK POS,Closed Complete,
INC1879664,2024-06-11 03:20:58,Software,GK POS,Closed Complete,
INC1879665,2024-06-11 03:23:02,Software,GK POS,Closed Complete,
INC1879666,2024-06-11 03:24:12,Software,GK POS,Closed Complete,
INC1879667,2024-06-11 03:28:23,Software,GK POS,Closed Complete,
INC1879668,2024-06-11 03:28:28,Software,GK POS,Closed Complete,
INC1879670,2024-06-11 03:31:13,Software,GK POS,Closed Complete,
INC1879671,2024-06-11 03:31:17,Software,GK POS,Closed Complete,
INC1879673,2024-06-11 03:32:57,Software,GK POS,Closed Complete,
INC1879674,2024-06-11 03:33:02,Software,GK POS,Closed Complete,
INC1879675,2024-06-11 03:35:55,Software,GK POS,Closed Complete,
INC1879676,2024-06-11 03:36:00,Software,GK POS,Closed Complete,
INC1879678,2024-06-11 03:37:02,Software,GK POS,Closed Complete,
INC1879679,2024-06-11 03:37:05,Software,GK POS,Closed Complete,
INC1879680,2024-06-11 03:39:45,Software,GK POS,Closed Complete,
INC1879682,2024-06-11 03:39:49,Software,GK POS,Closed Complete,
INC1879683,2024-06-11 03:42:09,Software,GK POS,Closed Complete,
INC1879684,2024-06-11 03:42:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879685,2024-06-11 03:51:29,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879687,2024-06-11 03:53:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879688,2024-06-11 03:54:56,Software,SAP OMS,Closed Complete,
INC1879689,2024-06-11 03:56:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879690,2024-06-11 03:58:36,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879692,2024-06-11 04:02:43,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879693,2024-06-11 04:04:56,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879700,2024-06-11 04:09:25,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879701,2024-06-11 04:11:14,Software,SAP OMS,Closed Complete,
INC1879702,2024-06-11 04:13:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879704,2024-06-11 04:15:50,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC1879705,2024-06-11 04:15:56,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1879711,2024-06-11 04:18:41,Software,GK POS,Closed Complete,
INC1879712,2024-06-11 04:18:46,Software,GK POS,Closed Complete,
INC1879714,2024-06-11 04:20:47,Software,GK POS,Closed Complete,
INC1879715,2024-06-11 04:23:12,Software,GK POS,Closed Complete,
INC1879747,2024-06-11 05:20:38,Network,SAP OMS,Closed Complete,
INC1879749,2024-06-11 05:22:00,Software,SAP OMS,Closed Complete,
INC1879750,2024-06-11 05:24:25,Network,SAP OMS,Closed Complete,
INC1879753,2024-06-11 05:26:27,Software,SAP OMS,Closed Complete,
INC1879754,2024-06-11 05:27:42,Network,SAP OMS,Closed Complete,
INC1879755,2024-06-11 05:27:45,Network,SAP OMS,Closed Complete,
INC1879757,2024-06-11 05:30:22,Network,SAP OMS,Closed Complete,
INC1879760,2024-06-11 05:30:32,Network,SAP OMS,Closed Complete,
INC1879764,2024-06-11 05:34:13,Network,SAP OMS,Closed Complete,
INC1879766,2024-06-11 05:34:21,Network,SAP OMS,Closed Complete,
INC1879767,2024-06-11 05:35:13,Network,SAP OMS,Closed Complete,
INC1879775,2024-06-11 05:46:10,Software,SAP OMS,Closed Complete,
INC1879778,2024-06-11 05:51:50,Software,SAP OMS,Closed Complete,
INC1879782,2024-06-11 05:54:50,Software,SAP OMS,Closed Complete,
INC1879783,2024-06-11 05:54:55,Software,SAP OMS,Closed Complete,
INC1879784,2024-06-11 05:55:00,Software,GK POS,Closed Complete,
INC1879787,2024-06-11 05:57:08,Software,Mulesoft API,Closed Complete,
INC1879790,2024-06-11 05:59:52,Software,SAP OMS,Closed Complete,
INC1879791,2024-06-11 05:59:55,Software,SAP OMS,Closed Complete,
INC1879793,2024-06-11 06:00:02,Software,SAP OMS,Closed Complete,
INC1879795,2024-06-11 06:01:40,Software,Mulesoft API,Closed Complete,
INC1879796,2024-06-11 06:01:43,Software,Mulesoft API,Closed Complete,
INC1879799,2024-06-11 06:04:22,Software,Hybris 1.2,Closed Complete,
INC1879801,2024-06-11 06:04:29,Software,SAP OMS,Closed Complete,
INC1879851,2024-06-11 06:47:53,Network,SAP OMS,Closed Complete,
INC1879864,2024-06-11 06:51:20,Software,SAP OMS,Closed Complete,
INC1879870,2024-06-11 07:00:21,Software,SAP OMS,Closed Complete,
INC1879885,2024-06-11 07:04:27,Software,POS: Alert Center,Closed Complete,
INC1879901,2024-06-11 07:28:50,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1880131,2024-06-11 10:45:48,Software,SAP OMS,Closed Complete,
INC1880175,2024-06-11 11:21:55,Software,SAP OMS,Closed Complete,
INC1880176,2024-06-11 11:22:01,Software,Hybris 1.2,Closed Complete,
INC1880178,2024-06-11 11:24:13,Software,Hybris 1.2,Closed Complete,
INC1880197,2024-06-11 11:33:33,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1880402,2024-06-11 15:24:46,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1880429,2024-06-11 15:35:12,Software,GK Launchpad,Closed Complete,
INC1880469,2024-06-11 17:37:36,Network,SAP OMS,Closed Complete,
INC1880472,2024-06-11 17:51:28,Network,SAP OMS,Closed Complete,
INC1880500,2024-06-11 19:40:07,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1880585,2024-06-12 02:44:41,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880586,2024-06-12 02:44:44,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880587,2024-06-12 02:49:27,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880588,2024-06-12 02:56:47,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880589,2024-06-12 02:56:50,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880591,2024-06-12 02:58:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880595,2024-06-12 03:06:30,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880596,2024-06-12 03:06:40,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880597,2024-06-12 03:08:33,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880598,2024-06-12 03:10:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880599,2024-06-12 03:10:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880600,2024-06-12 03:13:44,Software,GK POS,Closed Complete,
INC1880602,2024-06-12 03:15:34,Software,GK POS,Closed Complete,
INC1880604,2024-06-12 03:17:44,Software,GK POS,Closed Complete,
INC1880605,2024-06-12 03:19:50,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1880606,2024-06-12 03:20:58,Software,GK POS,Closed Complete,
INC1880607,2024-06-12 03:23:47,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1880685,2024-06-12 05:51:04,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1880686,2024-06-12 05:52:14,Network,SAP OMS,Closed Complete,
INC1880688,2024-06-12 05:52:27,Software,SAP Customer Activity Repository (CAR),Closed Complete,
INC1880692,2024-06-12 05:56:04,Software,SAP OMS,Closed Complete,
INC1880696,2024-06-12 06:02:21,Software,SAP OMS,Closed Complete,
INC1880699,2024-06-12 06:05:12,Software,Hybris 1.2,Closed Complete,
INC1880700,2024-06-12 06:05:17,Software,SAP OMS,Closed Complete,
INC1880701,2024-06-12 06:05:22,Software,SAP OMS,Closed Complete,
INC1880702,2024-06-12 06:06:56,Software,SAP OMS,Closed Complete,
INC1880704,2024-06-12 06:07:03,Software,SAP OMS,Closed Complete,
INC1880707,2024-06-12 06:09:38,Software,GK POS,Closed Complete,
INC1880732,2024-06-12 06:21:59,Software,SAP OMS,Closed Complete,
INC1880737,2024-06-12 06:28:03,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1880756,2024-06-12 06:53:04,Network,SAP CAR,Closed Complete,
INC1880812,2024-06-12 07:37:12,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1880952,2024-06-12 09:38:39,Software,SAP OMS,Closed Complete,
INC1881028,2024-06-12 10:03:41,Software,,Closed Complete,
INC1881046,2024-06-12 10:48:40,Software,Hybris 1.2,Closed Complete,
INC1881075,2024-06-12 11:24:21,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1881093,2024-06-12 11:37:59,Software,SAP ECC PRD RTP,Closed Complete,
INC1881098,2024-06-12 11:41:53,Software,SAP OMS,Closed Complete,
INC1881144,2024-06-12 12:22:00,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1881308,2024-06-12 15:29:04,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1881404,2024-06-12 19:44:01,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1881475,2024-06-13 02:31:53,Software,Vision Payments,Closed Complete,PRB0015475
INC1881477,2024-06-13 02:34:25,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881478,2024-06-13 02:34:30,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881479,2024-06-13 02:36:59,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881480,2024-06-13 02:40:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881481,2024-06-13 02:40:36,Software,GK POS,Closed Complete,
INC1881482,2024-06-13 02:42:25,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881483,2024-06-13 02:42:29,Software,GK POS,Closed Complete,
INC1881484,2024-06-13 02:46:09,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881486,2024-06-13 02:49:11,Software,SAP OMS,Closed Complete,
INC1881487,2024-06-13 02:49:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1881488,2024-06-13 02:49:22,Software,SAP OMS,Closed Complete,
INC1881490,2024-06-13 03:01:40,Software,GK POS,Closed Complete,
INC1881512,2024-06-13 04:27:15,Software,Hybris 1.2,Closed Complete,
INC1881513,2024-06-13 04:27:18,Software,Hybris 1.2,Closed Complete,
INC1881514,2024-06-13 04:28:41,Software,SAP OMS,Closed Complete,
INC1881531,2024-06-13 05:11:12,Software,Skybot,Closed Complete,
INC1881538,2024-06-13 05:26:10,Software,Skybot,Closed Complete,
INC1881583,2024-06-13 06:16:33,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1881597,2024-06-13 06:33:46,Network,SAP OMS,Closed Complete,
INC1881598,2024-06-13 06:36:03,Software,GK POS,Closed Complete,
INC1881600,2024-06-13 06:37:13,Software,SAP OMS,Closed Complete,
INC1881606,2024-06-13 06:40:39,Network,SAP OMS,Closed Complete,
INC1881607,2024-06-13 06:40:43,Network,SAP OMS,Closed Complete,
INC1881611,2024-06-13 06:42:36,Software,GK POS,Closed Complete,
INC1881632,2024-06-13 06:46:20,Software,GK POS,Closed Complete,
INC1881650,2024-06-13 07:14:46,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1881713,2024-06-13 08:14:17,Software,Database Server,Closed Complete,
INC1881757,2024-06-13 09:01:22,Software,GK POS,Closed Complete,
INC1881774,2024-06-13 09:11:22,Software,GK POS,Closed Complete,
INC1881787,2024-06-13 09:18:59,Software,GK POS,Closed Complete,
INC1881810,2024-06-13 09:39:24,Software,SAP OMS,Closed Complete,
INC1881851,2024-06-13 10:22:26,Software,,Closed Complete,
INC1881867,2024-06-13 10:25:01,Software,GK POS,Closed Complete,
INC1881864,2024-06-13 10:34:54,Software,SAP ECC PRD RTP,Closed Complete,
INC1881875,2024-06-13 10:48:02,Software,GK POS,Closed Complete,
INC1881944,2024-06-13 12:05:43,Software,SAP OMS,Closed Complete,
INC1881948,2024-06-13 12:07:30,Software,SAP OMS,Closed Complete,
INC1881950,2024-06-13 12:09:42,Software,SAP OMS,Closed Complete,
INC1881951,2024-06-13 12:09:47,Software,SAP OMS,Closed Complete,
INC1881953,2024-06-13 12:11:11,Software,SAP OMS,Closed Complete,
INC1882043,2024-06-13 14:06:50,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1882175,2024-06-13 19:26:52,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1882249,2024-06-14 03:18:52,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882250,2024-06-14 03:24:00,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882251,2024-06-14 03:26:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882252,2024-06-14 03:28:45,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882254,2024-06-14 03:40:39,Software,GK POS,Closed Complete,
INC1882255,2024-06-14 03:44:01,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882256,2024-06-14 03:49:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882257,2024-06-14 03:52:38,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882261,2024-06-14 04:07:58,Software,Mulesoft API,Closed Complete,
INC1882263,2024-06-14 04:10:11,Network,SAP OMS,Closed Complete,
INC1882264,2024-06-14 04:13:00,Network,SAP OMS,Closed Complete,
INC1882265,2024-06-14 04:13:05,Network,SAP OMS,Closed Complete,
INC1882267,2024-06-14 04:15:36,Network,SAP OMS,Closed Complete,
INC1882269,2024-06-14 04:18:36,Network,SAP OMS,Closed Complete,
INC1882270,2024-06-14 04:18:42,Network,SAP OMS,Closed Complete,
INC1882275,2024-06-14 04:20:13,Software,SAP OMS,Closed Complete,
INC1882277,2024-06-14 04:21:32,Network,SAP OMS,Closed Complete,
INC1882295,2024-06-14 05:20:09,Network,SAP OMS,Closed Complete,
INC1882308,2024-06-14 05:30:47,Network,SAP OMS,Closed Complete,
INC1882311,2024-06-14 05:33:37,Network,SAP OMS,Closed Complete,
INC1882312,2024-06-14 05:33:42,Network,SAP OMS,Closed Complete,
INC1882328,2024-06-14 05:40:23,Network,Meraki,Closed Complete,
INC1882345,2024-06-14 06:09:17,Software,Bar Code Scanner,Closed Complete,
INC1882355,2024-06-14 06:21:34,Software,SAP OMS,Closed Complete,
INC1882398,2024-06-14 07:19:45,Hardware,TC77 Hand Held Scanner,Closed Complete,
INC1882478,2024-06-14 08:49:05,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1882483,2024-06-14 08:50:41,Software,EPIC WEB - Web Orders,Closed Complete,
INC1882512,2024-06-14 09:25:16,Software,Laptop,Closed Complete,
INC1882575,2024-06-14 10:23:35,Network,SAP CAR,Closed Complete,
INC1882580,2024-06-14 10:29:20,Software,Atlassian Jira,Closed Complete,
INC1882642,2024-06-14 11:24:27,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1882655,2024-06-14 11:43:59,Software,Hybris 1.2,Closed Complete,
INC1882657,2024-06-14 11:45:24,Network,SAP OMS,Closed Complete,
INC1882659,2024-06-14 11:47:03,Network,SAP OMS,Closed Complete,
INC1882820,2024-06-14 15:51:30,Software,SAP ERP Central Component (ECC),Closed Complete,
INC1882866,2024-06-14 17:49:35,Software,GK POS,Closed Complete,
INC1882869,2024-06-14 18:05:51,Software,Amazon Web Services (AWS),Closed Complete,
INC1882883,2024-06-14 18:36:37,Software,GK POS,Closed Complete,
INC1882927,2024-06-15 03:07:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882928,2024-06-15 03:11:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882929,2024-06-15 03:11:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882930,2024-06-15 03:12:41,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1882931,2024-06-15 03:14:59,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1883100,2024-06-15 08:52:02,Software,MyAccount,Closed Complete,
INC1883133,2024-06-15 09:44:33,Software,Amazon Web Services (AWS),Closed Complete,
INC1883193,2024-06-15 11:14:21,Software,Amazon Web Services (AWS),Closed Complete,
INC1883237,2024-06-15 13:27:48,Software,GK Launchpad,Closed Complete,
INC1883348,2024-06-16 02:59:28,Software,SAP OMS,Closed Complete,
INC1883349,2024-06-16 02:59:33,Software,SAP OMS,Closed Complete,
INC1883350,2024-06-16 02:59:38,Software,SAP OMS,Closed Complete,
INC1883351,2024-06-16 03:01:46,Software,SAP OMS,Closed Complete,
INC1883352,2024-06-16 03:26:14,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1883353,2024-06-16 03:26:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1883374,2024-06-16 07:00:57,Software,SAP OMS,Closed Complete,
INC1883375,2024-06-16 07:01:02,Software,SAP OMS,Closed Complete,
INC1883376,2024-06-16 07:01:06,Software,SAP OMS,Closed Complete,
INC1883377,2024-06-16 07:03:13,Software,SAP OMS,Closed Complete,
INC1883378,2024-06-16 07:03:19,Software,SAP OMS,Closed Complete,
INC1883379,2024-06-16 07:03:25,Software,SAP OMS,Closed Complete,
INC1883380,2024-06-16 07:05:37,Software,SAP OMS,Closed Complete,
INC1883381,2024-06-16 07:05:42,Software,SAP OMS,Closed Complete,
INC1883382,2024-06-16 07:11:34,Software,SAP OMS,Closed Complete,
INC1883385,2024-06-16 07:14:20,Software,SAP OMS,Closed Complete,
INC1883386,2024-06-16 07:14:25,Software,Hybris 1.2,Closed Complete,
INC1883387,2024-06-16 07:14:29,Software,SAP OMS,Closed Complete,
INC1883388,2024-06-16 07:14:33,Software,SAP OMS,Closed Complete,
INC1883389,2024-06-16 07:17:14,Software,SAP OMS,Closed Complete,
INC1883390,2024-06-16 07:17:19,Software,SAP OMS,Closed Complete,
INC1883391,2024-06-16 07:18:16,Software,SAP OMS,Closed Complete,
INC1883392,2024-06-16 07:18:20,Software,SAP OMS,Closed Complete,
INC1883403,2024-06-16 10:09:06,Software,SAP OMS,Closed Complete,
INC1883404,2024-06-16 10:09:09,Software,SAP OMS,Closed Complete,
INC1883405,2024-06-16 10:11:40,Network,SAP OMS,Closed Complete,
INC1883605,2024-06-17 06:13:58,Software,SAP OMS,Closed Complete,
INC1883643,2024-06-17 06:47:04,Software,SAP OMS,Closed Complete,
INC1883683,2024-06-17 07:00:50,Software,POS: Product Browse,Closed Complete,PRB0015561
INC1883676,2024-06-17 07:05:23,Software, Invoice Printer,Closed Complete,
INC1883825,2024-06-17 08:45:15,Software,GK POS,Closed Complete,
INC1883805,2024-06-17 08:49:21,Hardware,"Viewsonic 24"" ",Closed Complete,
INC1883898,2024-06-17 10:09:43,Hardware,Lenovo Monitor,Closed Complete,
INC1883928,2024-06-17 10:33:04,Software,Hybris 1.2,Closed Complete,
INC1883968,2024-06-17 10:52:51,Software,GK POS,Closed Complete,
INC1884083,2024-06-17 12:19:27,Software,,Closed Complete,
INC1884126,2024-06-17 13:16:31,Software,Okidata MB 472,Closed Complete,
INC1884236,2024-06-17 15:31:27,Software,GK POS,Closed Complete,
INC1884237,2024-06-17 15:33:15,Software,GK POS,Closed Complete,
INC1884239,2024-06-17 15:35:37,Software,SAP OMS,Closed Complete,
INC1884242,2024-06-17 15:38:11,Software,SAP OMS,Closed Complete,
INC1884247,2024-06-17 15:40:00,Software,SAP OMS,Closed Complete,
INC1884303,2024-06-17 17:17:56,Software,Amazon Web Services (AWS),Closed Complete,
INC1884400,2024-06-18 02:29:17,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884401,2024-06-18 02:29:21,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884402,2024-06-18 02:30:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884403,2024-06-18 02:32:29,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884405,2024-06-18 02:34:46,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884406,2024-06-18 02:34:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884408,2024-06-18 02:36:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884409,2024-06-18 02:39:19,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884410,2024-06-18 02:46:40,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884411,2024-06-18 02:46:43,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884413,2024-06-18 02:49:21,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884414,2024-06-18 02:49:27,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1884415,2024-06-18 02:58:19,Software,SAP OMS,Closed Complete,
INC1884416,2024-06-18 02:58:21,Software,SAP OMS,Closed Complete,
INC1884418,2024-06-18 02:59:57,Software,SAP OMS,Closed Complete,
INC1884420,2024-06-18 03:03:21,Network,SAP OMS,Closed Complete,
INC1884421,2024-06-18 03:03:25,Network,SAP OMS,Closed Complete,
INC1884422,2024-06-18 03:05:25,Software,SAP OMS,Closed Complete,
INC1884423,2024-06-18 03:05:30,Network,SAP OMS,Closed Complete,
INC1884498,2024-06-18 06:20:32,Software,SAP OMS,Closed Complete,
INC1884501,2024-06-18 06:26:13,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1884651,2024-06-18 08:23:20,Software,POS: Transaction Detail,Closed Complete,
INC1884703,2024-06-18 09:00:41,Software,POS: CVM,Closed Complete,
INC1884748,2024-06-18 09:58:05,Software,SAP OMS,Closed Complete,
INC1884799,2024-06-18 10:37:33,Software,SAP OMS,Closed Complete,
INC1884803,2024-06-18 10:41:24,Network,SAP OMS,Closed Complete,
INC1884806,2024-06-18 10:44:01,Network,SAP OMS,Closed Complete,
INC1884807,2024-06-18 10:44:04,Network,SAP OMS,Closed Complete,
INC1884833,2024-06-18 10:55:23,Software,GK Launchpad,Closed Complete,
INC1884877,2024-06-18 11:44:42,Hardware,"Viewsonic 24"" ",Closed Complete,
INC1884886,2024-06-18 12:06:35,Software,SAP OMS,Closed Complete,
INC1884901,2024-06-18 12:15:06,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1884978,2024-06-18 13:23:37,Software,GK POS,Closed Complete,
INC1885051,2024-06-18 15:17:02,Software,POS: Product Browse,Closed Complete,
INC1885129,2024-06-18 19:09:15,Software,GK POS,Closed Complete,
INC1885190,2024-06-19 02:48:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885191,2024-06-19 02:51:03,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885192,2024-06-19 02:52:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885193,2024-06-19 02:52:15,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885194,2024-06-19 02:53:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885195,2024-06-19 02:53:37,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885196,2024-06-19 02:55:42,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885197,2024-06-19 02:55:45,Software,GK POS,Closed Complete,
INC1885198,2024-06-19 02:57:48,Software,GK POS,Closed Complete,
INC1885201,2024-06-19 03:00:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885203,2024-06-19 03:22:24,Software,SAP ECC PRD RTP,Closed Complete,
INC1885204,2024-06-19 03:26:01,Network,SAP OMS,Closed Complete,
INC1885292,2024-06-19 06:12:14,Software,SAP OMS,Closed Complete,
INC1885298,2024-06-19 06:20:34,Software,SAP OMS,Closed Complete,
INC1885337,2024-06-19 07:00:36,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1885555,2024-06-19 10:36:04,Software,SAP Hybris,Closed Complete,
INC1885556,2024-06-19 10:37:29,Software,SAP OMS,Closed Complete,
INC1885722,2024-06-19 13:40:09,Software,Tririga Hosting SaaS,Closed Complete,
INC1885744,2024-06-19 14:15:14,Software,SAP OMS,Closed Complete,
INC1885754,2024-06-19 14:29:03,Software,SAP OMS,Closed Complete,
INC1885766,2024-06-19 14:50:44,Software,SAP OMS,Closed Complete,
INC1885833,2024-06-19 16:14:39,Software,Amazon Web Services (AWS),Closed Complete,
INC1885971,2024-06-20 01:38:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885972,2024-06-20 01:38:17,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885973,2024-06-20 01:39:58,Software,SAP OMS,Closed Complete,
INC1885974,2024-06-20 01:41:56,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1885975,2024-06-20 01:42:00,Software,Vision Payments,Closed Complete,PRB0015475
INC1886011,2024-06-20 03:54:54,Software,Hybris 1.2,Closed Complete,
INC1886012,2024-06-20 03:56:51,Software,SAP OMS,Closed Complete,
INC1886013,2024-06-20 03:56:56,Software,SAP OMS,Closed Complete,
INC1886018,2024-06-20 04:04:37,Software,SAP OMS,Closed Complete,
INC1886019,2024-06-20 04:04:42,Software,SAP OMS,Closed Complete,
